"id","name","component","ra","dec","proper_motion","proper_motion_dir","radial_velocity","spectral_type_full","spectral_type","spectral_type_sub","luminosity_class","visual_magnitude","absolute_magnitude","parallax","bv_color","hd_number"
13347,"NN 3354","B","05 34 15.4","+10 19 04",0.38,197,,"M3.5","M",3.5,,13.62,12.16,51,,
13349,"NN 3356",,"05 34 51.7","+13 52 42",0.41,197,,"M3.5","M",3.5,,11.81,11.34,80.7,1.59,
13414,"NN 3381",,"06 03 30.0","+47 48 11",0.595,187.6,,"M3.5","M",3.5,,13.94,12.21,45,,
13899,"Gl 344","B","09 27 46.7","-06 04 16",0.24,251,53.7,,,,,6.6,5.3,54,,
12527,"Gl 27.2",,"00 40 33.1","-23 48 13",0.722,117,-50.4,"G3 V","G",3,"V",6.15,4.17,40.1,0.71,3795
13378,"Gl 217.1",,"05 46 57.0","-14 49 22",0.022,264.4,16.3,"A3 V","A",3,"V",3.55,1.99,48.7,0.1,38678
13902,"Gl 347","B","09 28 55.9","-07 22 12",0.692,193.8,,"m",,,,15,13.88,59.8,1.87,
13905,"NN 3558",,"09 30 01.4","+39 37 21",0.244,145,,"m",,,,12.13,10.79,54,,
12775,"Gl 83.4","A","02 03 55.5","-45 24 47",0.333,78.6,42.7,"G3 V","G",3,"V",7.31,5.15,37,0.69,12759
13911,"GJ 1126","B","09 30 28.0","-32 06 06",0.393,349,,"g",,,,13.08,11.35,45,1.46,
13499,"Gl 250","A","06 52 18.1","-05 10 24",0.544,269.8,-9.6,"K3 V","K",3,"V",6.59,6.78,108.9,1.05,50281
13559,"Wo 9228",,"07 16 15.0","-15 35 05",0.059,251.8,10,"A3 V","A",3,"V",5.44,2.1,21.2,0.08,56405
13916,"Gl 352","B","09 31 19.6","-13 29 18",0.731,85.4,,,,,,10.8,11,107.9,,
13919,"Gl 354","B","09 32 50.9","+51 40 39",1.095,240.4,,,,,,13.8,13,69.1,,
13921,"Gl 354.1","B","09 32 47.9","+26 59 42",0.274,210,,"m",,,,16.5,15.1,53,,
13927,"Gl 356","B","09 35 39.5","+35 48 34",0.775,251.4,,,,,,13,12.7,87,,
13929,"NN 3561",,"09 36 05.2","-06 07 02",0.78,245.1,,"m",,,,14,12,40,,
13564,"Wo 9231","A","07 18 05.4","+16 32 23",0.062,229.7,-9.2,"A3 V","A",3,"V",3.58,1.89,46,0.11,56537
13662,"Gl 293.2",,"07 58 04.2","-25 37 34",0.435,123.8,-5.1,"K3 V","K",3,"V",8.42,6.97,51.2,1.05,65486
13725,"Gl 306",,"08 24 34.6","-03 45 06",0.218,261.4,73,"F3 V","F",3,"V",5.61,4.31,55,0.46,70958
13912,"Gl 351.1",,"09 31 32.9","+20 16 53",0.8,178.5,,"M3","M",3,,12.2,10.66,49.3,1.48,
13915,"Gl 352","A","09 31 19.6","-13 29 18",0.731,85.4,7.3,"M3   J","M",3,,10.81,10.98,107.9,1.53,
13817,"Gl 332","A","09 00 38.3","+41 46 56",0.506,240.2,27.1,"F3 V","F",3,"V",4.11,3.22,66.3,0.37,76943
13925,"NN 3560",,"09 35 12.8","+61 14 36",,,,"M3","M",3,,11.95,10.49,51,1.54,
13933,"Gl 358",,"09 39 46.8","-41 04 01",0.663,305,142,"M3","M",3,,10.75,10.7,97.6,1.53,
13935,"Gl 360",,"09 42 35.0","+70 01 58",0.727,246.4,6.9,"M3","M",3,,10.57,9.92,74.1,1.5,
13937,"Gl 362",,"09 42 51.8","+70 02 21",0.727,246.4,6,"M3","M",3,,11.22,10.99,90,1.52,
13942,"NN 3563",,"09 42 35.9","-19 14 08",0.52,243.6,,"M3","M",3,,11.96,10.9,62,1.58,
13943,"NN 3564",,"09 43 55.8","+26 58 14",0.603,260.8,,"M3","M",3,,12.05,11.5,76,1.56,
13950,"Gl 367",,"09 44 30.3","-45 46 37",0.746,217.3,60,"M3","M",3,,10.11,10.29,108.8,1.53,
13981,"Gl 377",,"10 01 10.8","-30 23 28",1.297,297.9,60,"M3","M",3,,11.43,10.76,73.3,1.49,
14032,"Gl 389","A","10 22 24.8","-60 10 39",0.557,141.2,24.7,"M3","M",3,,10.72,9.42,55,1.43,
14098,"Gl 403",,"10 52 04.9","+13 59 55",1.126,279.6,,"dM3","M",3,,12.67,12.28,83.7,1.65,
14117,"Gl 408",,"11 00 04.8","+22 50 00",0.465,239.9,3,"M3","M",3,,10.02,10.82,144.6,1.54,
14140,"Gl 413.1",,"11 09 31.1","-24 35 57",0.911,240.5,-5,"M3","M",3,,10.44,10.49,102.1,1.53,
14146,"Gl 414.1","A","11 11 19.6","+43 25 03",0.766,236.9,-10.5,"M3","M",3,,11.47,10.4,61,1.49,
14147,"Gl 414.1","B","11 11 19.6","+43 25 03",0.766,236.9,-19,"M3","M",3,,11.82,10.75,61,1.54,
14190,"NN 3659",,"11 23 57.0","-18 21 49",0.616,266.7,,"M3","M",3,,13.05,11.94,60,,
14193,"NN 3661","B","11 25 15.7","+78 17 01",0.678,248.9,,"M3","M",3,,12.65,10.87,44,,
14203,"NN 3666",,"11 28 55.9","+10 10 44",0.929,306.5,,"M3","M",3,,12.56,11.58,63.8,1.6,
13824,"Gl 333.1",,"08 59 24.6","-59 05 01",0.327,327.5,11.4,"F3 V","F",3,"V",5.16,3.78,53,0.42,77370
13444,"Wo 9209","A","06 16 18.6","-59 12 50",0.333,189.6,-3,"G3 V","G",3,"V",6.43,4.65,44,0.59,44120
13870,"Gl 340","A","09 17 53.9","+28 33 39",0.516,174,-19.1,"K3 V","K",3,"V",7.86,6.68,58.2,1,79969
13871,"Gl 340","B","09 17 53.9","+28 33 39",0.516,174,,"K3 V","K",3,"V",8.1,6.9,58.2,,
14246,"Gl 443",,"11 46 43.3","-14 00 51",1.035,132.6,-128,"M3","M",3,,11.69,11.26,82,1.48,
14270,"Gl 452","A","11 53 15.9","-07 22 25",0.538,198.3,26.7,"M3","M",3,,11.87,11.44,82.2,1.54,
13536,"Gl 264.1","A","07 03 57.1","-43 36 32",0.398,343.8,86.4,"G3 V","G",3,"V",5.55,4.65,66,0.64,53705
14290,"NN 3698","A","12 00 41.1","-13 49 13",0.487,268.8,,"M3","M",3,,12.74,11.6,58,1.55,
14298,"Gl 455",,"12 02 18.6","+28 35 17",0.791,268.3,,"M3","M",3,,12.84,11.3,49.3,1.75,
14337,"GJ 1155","A","12 16 51.3","+02 58 10",0.706,292.5,5,"sdM3","M",3,,13.28,11.59,46,1.62,
14349,"Gl 463",,"12 23 01.1","+64 01 52",0.681,300,7.7,"M3","M",3,,11.58,10.3,55.5,1.45,
13744,"Gl 309",,"08 32 51.2","-31 30 03",1.35,304,15.7,"K0 V","K",0,"V",6.39,5.97,82.3,0.78,72673
13758,"Gl 314","B","08 39 08.5","-22 39 40",0.494,331,,"K0 V","K",0,"V",6.8,5.8,63.3,,
13759,"Gl 315",,"08 39 50.9","+11 31 20",0.519,192.1,-13.4,"K1 V","K",1,"V",7.64,6.17,50.7,0.82,73667
14385,"Gl 476",,"12 35 00.6","+09 49 44",0.516,235.7,32.6,"M3","M",3,,11.42,10.63,69.4,1.42,
14391,"Gl 479",,"12 37 52.7","-52 00 04",1.035,271.4,3,"M3","M",3,,10.67,11.09,121.1,1.54,
13714,"NN 3493",,"08 18 45.0","-15 12 10",0.073,131,55,"K3 V","K",3,"V",9.84,8.28,48.8,1.13,
14414,"NN 3747",,"12 47 09.9","-03 34 16",0.504,269.8,,"M3","M",3,,12.63,11.2,52,1.54,
14425,"Gl 487",,"12 49 02.6","+66 06 36",0.437,258,-3.1,"M3","M",3,,10.9,11.23,116.2,1.64,
13560,"Gl 268.4",,"07 15 56.7","-41 01 48",0.332,309.6,16.3,"G3 V","G",3,"V",9.09,7.4,45.5,0.66,56640
14434,"GJ 1166","B","12 51 29.2","+22 07 04",0.187,294,15,"dM3-3.5","M",3,,14.28,12.29,40,1.72,
13757,"Gl 314","A","08 39 08.5","-22 39 40",0.494,331,47.7,"G3 V","G",3,"V",5.28,4.29,63.3,0.73,73752
13798,"Gl 327",,"08 54 17.8","-05 26 01",0.414,273.6,31.8,"G3 V","G",3,"V",6,5.74,88.6,0.67,76151
14502,"Gl 507","B","13 19 33.5","+35 06 37",0.873,154.6,-8.5,"M3","M",3,,12.1,11.61,79.9,1.58,
13938,"Gl 363",,"09 42 23.1","+55 59 05",0.89,235.7,,"M3.5","M",3.5,,12.5,11.7,69.3,1.53,
13975,"Gl 375",,"09 58 34.4","-46 25 29",0.676,136.1,44,"M3.5","M",3.5,,11.27,10.47,69.1,1.55,
14006,"NN 3588",,"10 13 02.0","-35 44 31",0.532,292.7,,"M3.5","M",3.5,,12.95,11.22,45,,
14133,"NN 3643",,"11 05 42.7","+10 14 13",0.919,139.1,,"M3.5","M",3.5,,12.4,11.1,55,,
14166,"Gl 421","C","11 15 15.9","-18 07 35",0.754,169.3,18,"M3.5","M",3.5,,13.64,12.66,63.6,1.58,
14235,"GJ 1148",,"11 41 45.3","+42 45 04",0.612,258.8,,"M3.5","M",3.5,,11.9,11.65,89.1,1.52,
13963,"NN 3571",,"09 53 55.2","+20 56 45",0.506,320.7,,"m",,,,14.05,14.01,98,,
13965,"GJ 1130","B","09 53 28.4","-31 45 11",0.204,228.9,,,,,,14.42,12.91,50,1.7,
13968,"NN 3573",,"09 56 26.6","+22 39 00",0.536,239.9,,"m",,,,14.2,13.2,62,,
13972,"NN 3576",,"09 57 58.5","+11 48 26",0.467,249.8,,"m",,,,14.66,12.97,46,,
13973,"NN 3577","A","09 59 19.2","+43 50 27",0.228,199,,"m",,,,13.89,12.16,45,,
13974,"NN 3578","B","09 59 21.1","+43 50 26",0.228,199,,"m",,,,14.16,12.43,45,,
13976,"NN 3579",,"09 59 45.9","+47 12 11",0.281,163,,"m",,,,14.09,12.45,47,,
13977,"Gl 375.1",,"09 58 54.8","-50 00 10",0.14,282,38,,,,,11.68,9.9,44.7,0.91,
13979,"Wo 9309",,"09 59 19.9","-50 35 39",0.18,289,,"g-k",,,,12.1,10.2,41.8,,
14055,"Gl 396",,"10 35 11.1","+84 23 58",0.056,11.3,9,"K0","K",0,,7.3,5.92,53,0.82,90343
14260,"Gl 448",,"11 49 04.0","+14 34 20",0.511,256.5,-0.2,"A3 V","A",3,"V",2.14,1.63,78.9,0.09,102647
14562,"NN 3795",,"13 38 37.2","+25 49 46",0.601,278.4,,"M3","M",3,,12.56,11.1,50,1.52,
14563,"NN 3796",,"13 38 53.9","-02 15 46",0.29,255,,"M3","M",3,,12.12,10.7,53,1.58,
14334,"Gl 459",,"12 15 26.0","+57 01 56",0.102,87.3,-13.4,"A3 V","A",3,"V",3.3,2.06,56.5,0.08,106591
14566,"GJ 1174",,"13 40 09.7","+43 46 23",1.144,285.2,-42,"M3","M",3,,12.76,11.73,62.1,1.64,
14576,"NN 3801",,"13 42 43.4","+33 17 26",0.708,188.6,,"M3","M",3,,11.97,11.8,94,1.64,
14580,"NN 3803","AB","13 44 27.7","+51 41 04",0.742,269,,"M3","M",3,,12.3,10.4,41.1,,
14101,"Wo 9336",,"10 53 04.9","-20 37 42",0.314,210.7,-13.1,"G3/5 V","G",3,"V",7.05,4.89,37,0.64,94340
14619,"NN 3817",,"13 58 14.6","+12 34 45",0.785,342.9,,"M3","M",3,,12.26,11.7,76,1.66,
14407,"NN 3743",,"12 41 44.1","+55 43 28",0.119,91.4,-6.3,"K3 V","K",3,"V",8.29,6.51,44,0.95,110463
14630,"Gl 537","A","14 02 33.0","+46 20 28",0.585,94.5,-41.1,"dM3  e","M",3,,9.85,9.6,89.1,1.48,
14631,"Gl 537","B","14 02 33.0","+46 20 28",0.585,94.5,-28,"dM3  e","M",3,,9.95,9.7,89.1,,
14410,"Gl 483",,"12 44 14.7","+51 45 33",0.432,245.6,10.6,"K3 V","K",3,"V",7.04,6.04,63.1,0.94,110833
14214,"Gl 431.1","B","11 32 21.1","+61 04 59",0.076,180.5,,"G3 V","G",3,"V",7.1,5.3,43.9,,
14672,"Gl 543",,"14 19 10.8","-07 18 13",1.355,235.5,-97,"M3","M",3,,13.4,12.07,54.1,1.64,
14679,"NN 3843",,"14 21 15.0","-01 07 17",0.625,163.6,,"M3","M",3,,13.15,12,59,1.66,
14689,"Gl 549","B","14 25 11.2","+51 49 52",0.471,210.8,-11.3,"M3","M",3,,11.5,11.04,81,1.5,
14708,"Gl 553.1",,"14 31 01.2","-12 17 40",0.538,227,,"M3","M",3,,11.92,11.6,87,1.57,
14718,"Gl 555",,"14 34 16.7","-12 31 13",0.69,330.3,9,"M3","M",3,,11.31,12.32,159,1.64,
14737,"Wo 9492",,"14 42 20.9","+66 03 21",0.332,261,,"M3","M",3,,10.83,10.43,83,1.55,
14748,"Gl 563.2","A","14 49 33.1","-26 06 22",1.217,260.7,22,"M3","M",3,,11.66,10.07,48,1.49,
14749,"Gl 563.2","B","14 49 31.1","-26 06 34",1.217,260.7,44,"M3","M",3,,12.06,10.47,48,1.52,
14462,"NN 3761",,"13 08 02.8","-77 18 33",0.063,141.2,,"K3 V","K",3,"V",8.88,6.89,40,1.04,113693
14477,"Gl 501.2",,"13 12 02.8","-37 48 11",0.39,276.3,-15,"G3 V","G",3,"V",4.85,3.63,57.1,0.7,114613
14788,"NN 3885",,"15 01 20.5","+05 32 52",0.41,165.1,,"M3","M",3,,12.1,11.1,63,1.45,
14807,"NN 3892",,"15 09 36.1","+03 10 02",0.735,311.1,,"M3","M",3,,11.46,10.9,78,1.5,
14827,"NN 3900",,"15 19 11.8","-12 45 08",0.724,253.5,,"M3","M",3,,12.58,12,75,1.52,
14834,"GJ 2112","AB","15 22 13.4","-27 49 41",0.745,35.4,,"M3 :","M",3,,13.28,12.2,60,1.7,
14548,"NN 3792",,"13 34 43.0","-00 35 42",0.287,276,-13.2,"A3 V","A",3,"V",3.37,1.21,36.9,0.11,118098
14854,"Gl 588",,"15 32 13.2","-41 16 35",1.539,228.5,15.4,"M3","M",3,,9.31,10.4,165.1,1.52,
14668,"Gl 542",,"14 19 04.1","-59 22 47",0.947,209.5,-14.9,"K3 V","K",3,"V",6.66,6.76,104.9,1.03,125072
14844,"NN 3905",,"15 25 58.8","-26 42 23",0.811,269.6,-48,"K3/4 V","K",3,"V",8.84,6.96,42,1.05,137303
14880,"Gl 597",,"15 41 18.4","+75 59 29",1.141,133.8,-46.1,"M3","M",3,,12.22,11.6,75.2,1.65,
14890,"NN 3920",,"15 49 36.1","+51 02 54",0.472,306,,"M3:","M",3,,12.05,10.46,48,1.53,
14898,"NN 3925","A","15 53 06.5","+34 45 15",0.569,151.7,,"M3","M",3,,11.75,10.19,48.7,1.51,
14920,"Gl 607",,"16 01 43.7","+30 10 49",0.351,293,10.1,"M3","M",3,,12.51,11.44,61.2,1.56,
14924,"Gl 609",,"16 02 51.5","+20 35 20",1.571,217.6,25,"M3","M",3,,12.56,12.55,99.4,1.63,
14942,"Gl 611.3",,"16 06 41.4","+08 23 16",0.503,279.4,-41.6,"dM3  e","M",3,,11.55,9.37,36.6,1.46,
14823,"Gl 580.1",,"15 17 31.0","-58 48 06",0.169,214.6,9.6,"A3 V","A",3,"V",4.07,2.6,51.6,0.09,135379
14981,"NN 3950","A","16 17 30.0","+75 45 20",0.267,341,-9.5,"F3 V","F",3,"V",4.95,3,40.7,0.37,148048
14976,"Gl 618","A","16 20 04.1","-37 31 44",1.222,324.5,20,"M3","M",3,,10.6,11.17,130,1.57,
14983,"Gl 618.4",,"16 22 40.6","-48 39 18",0.763,231.6,,"M3","M",3,,11.83,10,43.1,1.48,
14991,"Gl 623",,"16 24 09.9","+48 21 12",1.231,111.6,-27.8,"dM3","M",3,,10.28,10.88,131.7,1.48,
15006,"GJ 2121",,"16 30 12.2","-14 39 58",0.539,243.5,,"M3","M",3,,12.32,11.1,58,1.52,
14957,"NN 3944",,"16 13 40.6","-21 23 58",0.122,273.6,16.7,"G3 V","G",3,"V",6.69,4.7,40,0.61,145809
14987,"Gl 620.1","A","16 24 01.6","-39 11 36",0.074,91.1,17,"G3/5 V","G",3,"V",5.39,4.85,78,0.63,147513
14503,"NN 3777",,"13 20 03.2","-35 24 06",0.961,241.9,,"M3.5","M",3.5,,12.8,11.6,57,,
14510,"NN 3779",,"13 22 56.8","+24 27 55",1.08,215.6,,"M3.5","M",3.5,,12.93,12.23,72.5,1.62,
14540,"Gl 516","A","13 32 44.8","+16 48 39",0.338,127,-1.9,"dM3.5e","M",3.5,,12.01,11.01,63,1.53,
14541,"Gl 516","B","13 32 44.8","+16 48 39",0.338,127,-1.5,"dM3.5e","M",3.5,,12.3,11.3,63,,
14583,"NN 3804",,"13 45 51.1","-17 58 03",0.623,210.2,,"M3.5","M",3.5,,11.86,11.8,96,1.56,
14603,"NN 3812",,"13 50 51.9","+36 44 16",0.441,282.6,,"M3.5","M",3.5,,13.65,12.43,57,,
15086,"NN 3982",,"17 02 16.4","-61 34 05",0.204,195.9,,"K3 V","K",3,"V",8.84,6.85,40,1.04,
15114,"Gl 656.1","BC","17 10 22.2","-15 43 31",0.102,21.6,,"A3 V","A",3,"V",3.4,1.9,51.1,,
14026,"NN 3595",,"10 20 38.1","+49 17 48",0.382,253,,"m",,,,13.16,11.12,39,,
14033,"Gl 389","B","10 22 24.8","-60 10 27",0.557,141.2,,"m",,,,12.63,11.33,55,1.49,
14037,"NN 3599",,"10 25 30.2","+26 23 22",0.537,212.4,,"k-m",,,,13.19,12.04,59,1.57,
14039,"NN 3600","A","10 26 01.8","+50 26 54",0.627,214.4,,"k-m",,,,13.52,12.06,51,,
14040,"NN 3601","B","10 26 02.8","+50 27 06",0.627,214.4,,"m",,,,13.68,12.22,51,,
14041,"Wo 9329",,"10 25 24.2","-44 53 25",0.17,295,,,,,,11.19,9.3,42,0.94,
14044,"Gl 392","B","10 28 03.5","+48 47 08",0.886,175,,,,,,12.5,11.1,51.9,,
14046,"NN 3602",,"10 28 27.5","+48 14 21",0.633,102.9,,"m",,,,13.25,11.68,48.6,1.67,
14048,"NN 3604",,"10 28 41.6","+32 14 25",0.511,292.9,,"m",,,,13,11.58,52,,
14058,"Gl 397.1","B","10 31 29.6","+57 05 15",0.251,325,,"m",,,,16.2,15,57,,
14109,"NN 3633",,"10 56 30.4","+07 23 18",0.263,253,,"K0","K",0,,7.34,6.34,63,0.92,94765
14105,"Gl 404.1",,"10 53 29.3","-58 51 10",0.074,70.2,8.1,"K1 III","K",1,"III",3.78,2.6,57,0.95,94510
15141,"Gl 665.1",,"17 18 07.4","-24 04 25",0.13,126.6,-14.7,"G3 V","G",3,"V",6.59,4.76,43,0.62,156365
14141,"Wo 9350",,"11 09 41.5","-42 27 42",0.396,132,8,"K1","K",1,,9.74,7.8,40.5,0.78,
15034,"Gl 633",,"16 40 49.3","-46 00 19",0.536,137.9,30,"M3","M",3,,12.68,12.78,104.6,1.61,
15037,"Gl 634",,"16 41 28.5","-43 59 08",0.614,219.4,-42,"M3","M",3,,11.57,10.26,54.8,1.55,
15069,"Gl 644","A","16 55 28.5","-08 20 10",1.183,222.2,12.1,"M3   J","M",3,,9.69,10.63,153.9,1.57,152751
15105,"Wo 9584","C","17 05 19.4","+54 28 11",0.113,316.3,,"M3 :","M",3,,13.5,11.7,43,,
13772,"Gl 319.1","A","08 42 07.3","-42 55 47",0.29,251.1,23.2,"K1 V","K",1,"V",8.12,6.24,42,0.9,74385
13774,"Gl 320",,"08 43 17.7","-38 52 59",0.452,318.1,14.3,"K1 V","K",1,"V",6.56,6.47,95.9,0.93,74576
15108,"Gl 655",,"17 07 07.4","+21 33 12",0.481,268.6,-49.9,"M3","M",3,,11.61,10.69,65.5,1.56,
15116,"NN 3991",,"17 09 29.0","+43 41 22",0.428,129,,"M3","M",3,,11.8,12.3,125,1.48,
13775,"Gl 321",,"08 45 10.6","+41 40 20",0.711,203.5,-24.6,"K3 V","K",3,"V",8.58,7.33,56.3,0.94,74377
15261,"Gl 699.2",,"18 00 28.6","-03 41 24",0.16,107.5,-42.9,"F3 V","F",3,"V",4.62,3,46.7,0.38,164259
15125,"Gl 661","A","17 12 08.0","+45 39 59",1.582,171.3,-30,"M3   J","M",3,,9.96,10.97,159.5,1.49,155876
15139,"NN 3999","A","17 17 44.5","-11 50 01",0.298,180,,"M3","M",3,,12.83,11.24,48,1.49,
15140,"NN 4000","B","17 17 43.5","-11 49 31",0.298,180,,"M3","M",3,,12.91,11.32,48,1.49,
15156,"Gl 671",,"17 19 53.5","+41 42 52",0.863,159.8,-18.9,"M3","M",3,,11.37,10.81,77.4,1.56,
15169,"Gl 674",,"17 28 40.1","-46 53 44",1.044,147,-10.2,"M3","M",3,,9.37,11.08,219.7,1.53,
15214,"NN 4022",,"17 42 44.1","-41 01 43",0.536,194.4,,"M3","M",3,,12.55,11.21,54,,
15216,"NN 4023",,"17 42 11.3","-08 49 06",0.965,240.2,-92,"M3","M",3,,13.52,11.69,43.1,1.61,
15360,"Gl 725.3",,"18 48 32.9","-50 42 13",0.221,177.5,-5.5,"G3 V","G",3,"V",8.7,7.35,53.8,0.65,173560
15672,"GJ 1259",,"20 55 06.4","+13 10 37",0.676,55.2,-40,"K3 V","K",3,"V",8.81,6.98,43,1.05,
15232,"Gl 695","B","17 46 25.5","+27 43 01",0.827,204.2,-13.9,"M3   J","M",3,,10.35,10.66,115.1,1.49,
15252,"NN 4036",,"17 57 21.5","-41 59 38",0.392,194,,"M3","M",3,,11.36,9.98,53,1.51,
15909,"NN 4270",,"22 17 39.2","-48 39 04",0.23,116.9,,"K3 V","K",3,"V",8.42,6,32.1,,211369
15306,"Gl 712",,"18 22 06.5","+06 20 28",1.158,272.7,-48,"M3","M",3,,12.58,11.78,69.1,1.48,
15309,"NN 4055",,"18 23 29.0","+28 10 05",0.19,201,,"M3","M",3,,12.49,11.8,72,1.61,
15329,"NN 4063",,"18 34 36.4","+40 07 22",0.223,168,,"M3  p","M",3,,11.42,11.9,124,1.42,
15937,"Gl 859","A","22 26 34.7","-16 44 30",0.222,90,-0.3,"G3 V","G",3,"V",6.21,5.13,60.8,0.62,212698
15349,"NN 4070",,"18 41 58.8","+31 49 47",0.307,272,,"M3","M",3,,11.27,10.92,85,,
15365,"NN 4079",,"18 50 25.9","-62 03 26",0.141,48,,"M3","M",3,,10.72,9.54,58,1.46,
15385,"Gl 735",,"18 55 27.6","+08 24 09",0.13,129,-13.5,"dM3  e","M",3,,10.11,9.85,88.6,1.53,
15395,"Gl 739",,"18 59 07.2","-48 16 29",0.509,163,,"M3","M",3,,11.15,10.85,87.1,1.46,
15938,"Gl 859","B","22 26 33.8","-16 44 31",0.261,92.2,2,"G3 V","G",3,"V",6.4,5.3,60.8,,212697
15420,"Gl 747.1",,"19 09 20.4","-14 44 57",0.549,158.5,,"M3","M",3,,12.02,10.38,46.9,1.5,
15957,"Gl 863.2",,"22 34 42.0","-20 42 30",0.263,122.6,-4.2,"F3 V","F",3,"V",5.2,3.42,44,0.44,213845
15431,"NN 4104",,"19 12 59.5","-39 02 12",0.503,106.3,,"M3","M",3,,12.7,11.3,52,,
15440,"Wo 9652","A","19 14 39.5","+19 19 01",0.726,305.3,,"M3","M",3,,11.55,9.95,47.9,,
16048,"NN 4313",,"23 09 10.5","-02 15 36",0.643,98.4,-40.9,"K3 V","K",3,"V",8.59,6.55,39,1.01,218566
16059,"Gl 892",,"23 13 17.1","+57 10 05",2.094,81.8,-18.2,"K3 V","K",3,"V",5.56,6.39,146.4,1.01,219134
16078,"Gl 894",,"23 17 37.6","-42 11 32",0.29,98,8,"K3/5 V","K",3,"V",10.38,9.33,61.6,1.32,219630
15487,"NN 4117",,"19 34 54.5","+53 15 24",0.572,29,,"M3","M",3,,12.2,11,57,1.64,
15516,"NN 4124",,"19 50 02.8","+32 35 04",0.526,61.7,,"M3","M",3,,12.41,11.25,58.5,1.62,
15520,"Gl 768.1","B","19 51 01.8","+10 24 59",0.274,120,-1.2,"M3","M",3,,13.1,11.95,59,,
15073,"GJ 1207",,"16 57 06.3","-04 20 56",0.636,126.3,,"dM3.5","M",3.5,,12.28,12.37,104.4,1.6,
15100,"Gl 654",,"17 05 13.4","-05 05 41",1.461,219.2,34.6,"M3.5V","M",3.5,,10.08,10.18,104.7,1.44,
15120,"Gl 660","A","17 11 52.4","-01 51 08",0.549,234.7,,"M3.5   J","M",3.5,,12.05,11.7,85.3,1.6,
15126,"Gl 661","B","17 12 08.0","+45 39 59",1.582,171.3,,"M3.5","M",3.5,,10.4,11.4,159.5,,
15138,"GJ 2128",,"17 16 40.6","+08 03 31",0.277,256,,"M3.5","M",3.5,,11.49,10.65,68,1.55,
15168,"NN 4007",,"17 27 17.4","-25 09 35",0.645,137.9,,"M3.5","M",3.5,,13.35,11.97,53,,
15187,"Gl 682",,"17 37 03.4","-44 19 11",1.155,216.3,-60,"M3.5","M",3.5,,10.95,12.58,211.6,1.65,
14090,"GJ 1138",,"10 49 45.7","+35 32 45",1.231,213.2,,"m",,,,13.02,13.07,102.4,1.66,
14091,"NN 3625",,"10 48 05.6","-79 28 04",0.505,244.6,,"m",,,,13.45,12.45,63,,
14092,"NN 3626",,"10 50 26.5","+33 05 53",0.629,171.1,,"m",,,,13.07,11.19,42,1.52,
14094,"NN 3628","B","10 50 38.6","+51 45 00",0.203,273,,"m",,,,14.1,12.11,40,,
16026,"Gl 881",,"22 57 39.6","-29 37 22",0.372,115.6,6.1,"A3 V","A",3,"V",1.16,2.09,153.7,0.09,216956
14096,"NN 3629",,"10 51 20.7","+36 07 28",0.182,265,,"m",,,,13.46,11.73,45,,
16143,"Gl 902",,"23 39 37.0","-72 43 17",0.749,169.1,71.7,"K3 V","K",3,"V",7.07,7.23,107.4,0.99,222237
14099,"NN 3630",,"10 52 04.0","+00 32 40",0.287,273,,"m",,,,13.85,12.74,60,,
14100,"NN 3631",,"10 52 14.8","+05 55 02",0.639,257.8,,"m",,,,14.4,12.7,46,,
14114,"NN 3634",,"10 58 34.9","-31 08 39",0.531,261.4,,"m",,,,11.95,10.69,56,,
14115,"NN 3635",,"10 59 06.2","+30 15 08",0.631,238.4,,"m",,,,15.36,13.61,44.7,1.75,
14122,"Gl 409",,"11 01 57.2","-17 57 22",0.02,207,,,,,,11.87,10.59,55.5,0.61,
15523,"Gl 769",,"19 54 00.4","-47 48 38",1.072,186.2,25,"M3","M",3,,12.53,10.5,38.4,1.56,
15532,"Gl 771","B","19 55 18.4","+06 24 23",0.481,174.8,,"M3","M",3,,11.4,10.8,74.3,,
15565,"Gl 781",,"20 05 02.4","+54 26 06",1.455,232.7,-148,"dM3  e","M",3,,11.99,10.88,59.9,1.54,
15567,"Gl 781.1","A","20 07 48.3","-31 45 29",0.796,158.8,,"M3","M",3,,12.25,10.78,50.7,1.55,
16207,"Gl 914","A","00 02 10.1","+27 04 52",1.305,139.7,-37.6,"G3 V","G",3,"V",5.81,5.31,79.6,0.67,224930
15601,"Gl 791",,"20 27 41.4","-27 44 53",0.892,192.9,-16,"M3","M",3,,11.41,10.91,79.6,1.52,
13853,"Gl 336.2","A","09 10 50.4","-45 18 29",0.18,278,18.1,"K0 V","K",0,"V",9.78,8.06,45.2,0.78,79170
15611,"Gl 793",,"20 30 31.9","+65 27 01",0.533,57.9,10.1,"dM3","M",3,,10.56,10.96,120.4,1.56,
15655,"Gl 806",,"20 45 04.4","+44 29 54",0.506,56.7,-24.4,"dM3","M",3,,10.77,10.43,85.4,1.53,
13854,"Gl 336.2","B","09 10 50.4","-45 18 29",0.18,278,26.5,"K0 V","K",0,"V",10.3,8.58,45.2,0.91,
13842,"Gl 335","B","09 10 23.1","+67 08 06",0.099,188.1,,"K2 V","K",2,"V",8.44,7.1,54,,
15670,"NN 4170",,"20 52 00.0","+69 10 07",0.232,77,,"M3","M",3,,11.7,9.87,43,1.54,
